2.557646626983208549e+01,2.556246626983208614e+01,2.556316626983208451e+01,2.556316626983208096e+01
2.560866486983208645e+01,2.187417957476706931e+01,2.206090383952032141e+01,2.381203505467620474e+01
2.567829002130257976e+01,2.570729954078451840e+01,2.570584906481042253e+01,2.444347745961668039e+01
2.573251807372502142e+01,2.213685315141096766e+01,2.231663639752667194e+01,2.391164037075098392e+01
2.574998655965523042e+01,2.457482622619090762e+01,2.463358424286412429e+01,2.405607973665485133e+01
2.580793752955209541e+01,2.691925632266512025e+01,2.686369038300947309e+01,2.452405731928926613e+01
2.587579963132827032e+01,2.740895823797353614e+01,2.733230030764127250e+01,2.492530156800212993e+01
2.587801504896511062e+01,2.522710174378204329e+01,2.525964740904119665e+01,2.496711506809032954e+01
2.591096537527143084e+01,2.598944651025065866e+01,2.598552245350169798e+01,2.508031666688707162e+01
2.597752354969124866e+01,2.752041875509984692e+01,2.744327399482941843e+01,2.531666021004465605e+01
2.598683601363160989e+01,3.147392829482473786e+01,3.119957368076508075e+01,2.585100623294687239e+01
2.604569718680009061e+01,2.565528946741400063e+01,2.567480985338330512e+01,2.583631144217239850e+01
2.609331931919663106e+01,2.489237423054939313e+01,2.495242148498175538e+01,2.576827165584861845e+01
2.611842135708430845e+01,2.593365206004153123e+01,2.594289052489367009e+01,2.578075309260342607e+01
2.618410491804228002e+01,2.330280380435528542e+01,2.344686886003963622e+01,2.562509458064664969e+01
2.623130034888888318e+01,2.935411920270183828e+01,2.919797826001119034e+01,2.584842781439290249e+01
2.624940806162086915e+01,2.588221684022007452e+01,2.590057640129011673e+01,2.585149760484254600e+01
2.634027905523071311e+01,2.303104671263498204e+01,2.319650832976476806e+01,2.570394141178651637e+01
2.637901912560629825e+01,3.075044964091561894e+01,3.053187811515015682e+01,2.595796695869958626e+01
2.638179633903341426e+01,2.346432643072336788e+01,2.361019992613886842e+01,2.584050856631426640e+01
2.642908180546969987e+01,2.632443692228705601e+01,2.632966916644618749e+01,2.586382111721462707e+01
2.649035680741766541e+01,2.543235767812082315e+01,2.548525763458566828e+01,2.584660006509316332e+01
2.650112600945270103e+01,2.474364673560310735e+01,2.483152069929558792e+01,2.580243447502652998e+01
2.656211946356035369e+01,2.578495149591337565e+01,2.582380989429572438e+01,2.580332577521083692e+01
2.659083520087123986e+01,2.429884429816306834e+01,2.441344384329847728e+01,2.574769590307751344e+01
2.662492173909185667e+01,2.650351949897897441e+01,2.650958961098461941e+01,2.577701903380000914e+01
2.664499613708846226e+01,2.704256915137204231e+01,2.702269050065786260e+01,2.582318268324048560e+01
2.673371029238649399e+01,2.923363228941117598e+01,2.910863618955994170e+01,2.594053946631069607e+01
2.680587443988423146e+01,2.645968999291604717e+01,2.647699921526445621e+01,2.595905053190375256e+01
2.687100396893726995e+01,2.200411420398994977e+01,2.224745869223731631e+01,2.583532665048377197e+01
2.692444680901381560e+01,2.684698566897174032e+01,2.685085872597384338e+01,2.587827956897997694e+01
2.696248190297635716e+01,2.538059414210764686e+01,2.545968853015108380e+01,2.599155340989174334e+01
2.702695880816281004e+01,2.226181173979676942e+01,2.250006909321507109e+01,2.588468891134585093e+01
2.709515919864242761e+01,2.698298829128932397e+01,2.698859683665697773e+01,2.604044465365512195e+01
2.715214837203130926e+01,2.719909742429278765e+01,2.719674997167971853e+01,2.612593219228786268e+01
2.719514224032541705e+01,2.558193727318255384e+01,2.566259752153969842e+01,2.608587045232017587e+01
2.720017478812281198e+01,2.222034633207865539e+01,2.246933775488086127e+01,2.592374010693631448e+01
2.723830935307460166e+01,2.928314759775395970e+01,2.918090568551998842e+01,2.605448876094069277e+01
2.731024840185085978e+01,2.560795715309820508e+01,2.569307171553583657e+01,2.604473309713065632e+01
2.735821722150224033e+01,3.184816694116549485e+01,3.162366945518233052e+01,2.618391620752326787e+01
2.740663503612558927e+01,3.065040822226911388e+01,3.048821956296193747e+01,2.616026239790823738e+01
2.746797722806755004e+01,2.999665451177401820e+01,2.987022064758869888e+01,2.630015363133862039e+01
2.750717228773788392e+01,2.767201205887268856e+01,2.766377007031594815e+01,2.639060791309265497e+01
2.757438383138532956e+01,2.908558784954313126e+01,2.901002764863524419e+01,2.649291405238278685e+01
2.765994649543459261e+01,2.896068989262016657e+01,2.889565272276089303e+01,2.667464044576339788e+01
2.766583923382357213e+01,2.733991520573996326e+01,2.735621140714414423e+01,2.661321885025014211e+01
2.773329937980974336e+01,2.553768435982337337e+01,2.564746511082269365e+01,2.660477500145687557e+01
2.780473996429391548e+01,2.970883805193354021e+01,2.961363314755156040e+01,2.681875788136318306e+01
2.784557095858685472e+01,2.527690804582852735e+01,2.540534119146644443e+01,2.664782262882248176e+01
2.792534508658851777e+01,2.484691227291047255e+01,2.500083391359437357e+01,2.669417414556222923e+01
2.794181137130881254e+01,2.419264584616048808e+01,2.438010412241790448e+01,2.662915605850207967e+01
2.795370273947659001e+01,2.660248477075927553e+01,2.667004566919514019e+01,2.666867868735470637e+01
2.802565898584749604e+01,3.025239688879675981e+01,3.014105999364930000e+01,2.684573359468172882e+01
2.806003790600869863e+01,2.541215858333547573e+01,2.554455254946913811e+01,2.683641894735592359e+01
2.809415203823763463e+01,2.266922597482417956e+01,2.294047227799485356e+01,2.678735147429428309e+01
2.818792367786022979e+01,2.008409098537499204e+01,2.048928261999925837e+01,2.658687623297963398e+01
2.823608493421357579e+01,2.651515615247875246e+01,2.660120259156549238e+01,2.657281132631458220e+01
2.825747409768874618e+01,2.920833844030131843e+01,2.916079522317069461e+01,2.657455013531859578e+01
2.835595834759817890e+01,2.223432286011867376e+01,2.254040463449264919e+01,2.644328642241512384e+01
2.836983043395886384e+01,2.457412264071665930e+01,2.476390803037876864e+01,2.652714368626880059e+01
2.841132294954022441e+01,2.544181409905687019e+01,2.559028954158103630e+01,2.648507958139032326e+01
2.847211851423653783e+01,2.740364055274323363e+01,2.745706445081789937e+01,2.655172913459788830e+01
2.848380723113670143e+01,2.515183055245962152e+01,2.531842938639347551e+01,2.664566183352955875e+01
2.850356275036899589e+01,3.114183323080541044e+01,3.100991970678358811e+01,2.677971595787554193e+01
2.854878209664933308e+01,2.915663912700265570e+01,2.912624627548498779e+01,2.684408472743878349e+01
2.859406222863270841e+01,2.893219543691003537e+01,2.891528877649616902e+01,2.695261609950944859e+01
2.866597617393691166e+01,3.009354736409274267e+01,3.002216880458495041e+01,2.720445306659544826e+01
2.872263287636013018e+01,2.948102790163612497e+01,2.944310815037232487e+01,2.721319687849700131e+01
2.876256541828587387e+01,2.731097318673853636e+01,2.738355279831590394e+01,2.726960187120065626e+01
2.879675280098846457e+01,2.591475893034812827e+01,2.605885862388014473e+01,2.708406543105562747e+01
2.886145198430399006e+01,2.536676960877401399e+01,2.554150372755051279e+01,2.691909146322737101e+01
2.888380169938196218e+01,2.856253697715789031e+01,2.857860021326909461e+01,2.687603375415843487e+01
2.891031928798771489e+01,2.425787988701382147e+01,2.449050185706251526e+01,2.677018236846705079e+01
2.896297163265336749e+01,2.908482494336873714e+01,2.907873227783296954e+01,2.677247287592030744e+01
2.895543616265009135e+01,2.522710174378204329e+01,2.541351846472544551e+01,2.665631451316619760e+01
2.899512785920493130e+01,2.686149407759636887e+01,2.696817576667679717e+01,2.664336855632070922e+01
2.903600619238160974e+01,2.956568624084807340e+01,2.953920223842474968e+01,2.677317497753580611e+01
2.903633749356313487e+01,2.811526152950606416e+01,2.816131532770891610e+01,2.672475371401634447e+01
2.905477668714825157e+01,2.872658203037276081e+01,2.874299176321153837e+01,2.683609539435880009e+01
2.910538306126769115e+01,2.748378598126569017e+01,2.756486583526579182e+01,2.692163090897198785e+01
2.910122727567913259e+01,2.474364673560310735e+01,2.496152576260691447e+01,2.694101420860562968e+01
2.914143573203656601e+01,2.805747909482671076e+01,2.811167692668720264e+01,2.698910984531716650e+01
2.921093579273027885e+01,2.691925632266512025e+01,2.703384029616837836e+01,2.688549937981824556e+01
2.923120668547698386e+01,2.486556009460614547e+01,2.508384242414968668e+01,2.687013482116983809e+01
2.927484101356460400e+01,2.389555177929976537e+01,2.416451624101300766e+01,2.691090091847201293e+01
2.933193741272879507e+01,2.655708710520371341e+01,2.669582962057996767e+01,2.711746511546690641e+01
2.931735632686223525e+01,2.646425254585579978e+01,2.660690773490612315e+01,2.711765539597729457e+01
2.931088993061757364e+01,2.717114503635627187e+01,2.727813228106933607e+01,2.705487723521852317e+01
2.932940955988348719e+01,2.545359081035451254e+01,2.564738174783096269e+01,2.715834364424149427e+01
2.933074160727444735e+01,2.824836749245537959e+01,2.830248619819633404e+01,2.727632626565938878e+01
2.936556541725392577e+01,2.927780013428062489e+01,2.928218839842929100e+01,2.739942645471871430e+01
2.941018045070510567e+01,2.655174704641439831e+01,2.669466871662893226e+01,2.737400169798749516e+01
2.941530964081585608e+01,3.163126738679362404e+01,3.152046949949474097e+01,2.758071260429764493e+01
2.935766042670120513e+01,2.747917075073774384e+01,2.757309523453591638e+01,2.746616544360207968e+01
2.935442336361895954e+01,2.422265971324753053e+01,2.447924789576610038e+01,2.731124014824444046e+01
2.936467312417167363e+01,2.480350587383718874e+01,2.503156423635391192e+01,2.718174299853474807e+01
2.937446676799935474e+01,2.887617251641015770e+01,2.890108722898962057e+01,2.714438555459436486e+01
2.939961058240187697e+01,2.370724608718816739e+01,2.399186431194885216e+01,2.696265862215502551e+01
2.935138516035488010e+01,2.999665451177401820e+01,2.996439104420305810e+01,2.704868830218549292e+01
2.931442426524302292e+01,2.545359081035451254e+01,2.564663248309893717e+01,2.703494282049001640e+01
2.927987728678567692e+01,2.563235910201169077e+01,2.581473501125039149e+01,2.704405299233620141e+01
2.921416555650985458e+01,2.991386755312670687e+01,2.987888245329586567e+01,2.708738844273174706e+01
2.918912379643369448e+01,3.187467397196848395e+01,3.174039646319174679e+01,2.732900853699427657e+01
2.915175059137508740e+01,3.061969691960869255e+01,3.054629960319701709e+01,2.737791359476108255e+01
2.909072418094930512e+01,2.863276278970877087e+01,2.865566085927079598e+01,2.748604120102996262e+01
2.910385197438439775e+01,2.867774429780923384e+01,2.869904968163798742e+01,2.754377277807878599e+01
2.906233715705183229e+01,2.297119872695775911e+01,2.327575564846246436e+01,2.733498090851535878e+01
2.901601322587625731e+01,2.397206708652447560e+01,2.422426439349206362e+01,2.720369464335212584e+01
2.900278490008674837e+01,2.558338778088501186e+01,2.575435763684509993e+01,2.710400685150938571e+01
2.895421463458531974e+01,2.440732317157316089e+01,2.463466774472377097e+01,2.700628000649492577e+01
2.889818967993758747e+01,2.104945202806256077e+01,2.144188891065631353e+01,2.688912507422409348e+01
2.886797985152466950e+01,2.463072519499977631e+01,2.484258792782602043e+01,2.678006873996002213e+01
2.882754629764609788e+01,2.775386765800168831e+01,2.780755158998390897e+01,2.680588210808419802e+01
2.877440537590356229e+01,2.555999083570367958e+01,2.572071156271367798e+01,2.682712481440812624e+01
2.875734301270700755e+01,2.422265971324753053e+01,2.444939387822050492e+01,2.683662050782668018e+01
2.870062718118050427e+01,2.463006420679563746e+01,2.483359235551488098e+01,2.677449963453710424e+01
2.874150429335656298e+01,3.124786004832454722e+01,3.112254226057614659e+01,2.692504089197049311e+01
2.876863204110811978e+01,3.273297350200000011e+01,3.253475642895540432e+01,2.710017545983403764e+01
2.871215622300576698e+01,2.722505295219532684e+01,2.729940811573584725e+01,2.715530394593897867e+01
2.869473169457633333e+01,3.010053863301352095e+01,3.003024828609165908e+01,2.721292950524147614e+01
2.859344774684074153e+01,2.773729926049182382e+01,2.778010668480926881e+01,2.716281395657947684e+01
